Academic Year,TAP Sector Group,Scholarship Name,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2014,1-CUNY SR,NYS Scholarships for Academic Excellence,2290,1981.75,1424625.00
2014,8-OTHER,NYS Scholarships for Academic Excellence,2,1.33,1000.00
2014,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,88,87.50,60416.76
2014,3-SUNY SO,NYS Scholarships for Academic Excellence,4663,4396.92,3159707.50
2014,5-INDEPENDENT,NYS Scholarships for Academic Excellence,7440,7117.50,5421676.43
2014,4-SUNY CC,NYS Scholarships for Academic Excellence,516,432.00,294000.00
2014,1-CUNY SR,"NYS Science, Technology, Engineering and Mathematics Incentive Program",60,52.50,239739.60
2014,3-SUNY SO,"NYS Science, Technology, Engineering and Mathematics Incentive Program",485,462.50,2529469.03
2014,4-SUNY CC,"NYS Science, Technology, Engineering and Mathematics Incentive Program",10,8.00,22012.50
2014,3-SUNY SO,NYS World Trade Center Memorial Scholarship,277,257.25,4899383.88
2014,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,24,19.75,325083.41
2014,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,338,319.50,5829696.67
2014,1-CUNY SR,NYS World Trade Center Memorial Scholarship,48,40.50,544344.60
2014,4-SUNY CC,NYS World Trade Center Memorial Scholarship,81,65.25,724855.15
2014,2-CUNY CC,NYS World Trade Center Memorial Scholarship,21,13.00,150877.45
2014,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,16,8.63,277027.19
2014,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,75,38.50,1106442.07
2014,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,14,6.88,234007.12
2014,3-SUNY SO,Veterans Tuition Awards,366,259.54,1275444.54
2014,VOCATIONAL - VET SCHOOLS ONLY,Veterans Tuition Awards,65,39.17,230165.25
2014,6-BUS. DEGREE,Veterans Tuition Awards,107,89.38,449938.71
2014,5-INDEPENDENT,Veterans Tuition Awards,320,233.96,1363524.73
2014,1-CUNY SR,Veterans Tuition Awards,127,78.29,362837.25
2014,4-SUNY CC,Veterans Tuition Awards,405,286.63,957574.82
2014,2-CUNY CC,Veterans Tuition Awards,45,25.96,88083.15
2013,5-INDEPENDENT,Flight 3407 Memorial Scholarship,3,3.00,43770.00
2013,3-SUNY SO,Flight 3407 Memorial Scholarship,3,2.00,35353.50
2013,4-SUNY CC,Flight 587 Memorial Scholarship,1,1.00,6835.00
2013,2-CUNY CC,Flight 587 Memorial Scholarship,4,2.00,15610.45
2013,1-CUNY SR,Flight 587 Memorial Scholarship,6,4.50,48717.15
2013,5-INDEPENDENT,Flight 587 Memorial Scholarship,9,7.83,126997.32
2013,4-SUNY CC,Military Service Recognition Scholarship,14,9.25,91508.01
2013,6-BUS. DEGREE,Military Service Recognition Scholarship,3,3.50,35069.99
2013,2-CUNY CC,Military Service Recognition Scholarship,2,1.50,25553.70
2013,5-INDEPENDENT,Military Service Recognition Scholarship,20,19.00,311235.94
2013,3-SUNY SO,Military Service Recognition Scholarship,31,29.25,485896.52
2013,1-CUNY SR,Military Service Recognition Scholarship,6,5.00,78210.55
2013,4-SUNY CC,NYS Math and Science Teacher Incentive Scholarship,2,1.50,6020.00
2013,1-CUNY SR,NYS Math and Science Teacher Incentive Scholarship,5,5.00,28480.00
2013,3-SUNY SO,NYS Math and Science Teacher Incentive Scholarship,51,47.00,277065.00
2013,5-INDEPENDENT,NYS Math and Science Teacher Incentive Scholarship,45,43.00,252985.00
2013,4-SUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",5,3.50,37449.00
2013,2-CUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,0.33,5725.60
2013,6-BUS. DEGREE,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,1.00,17685.00
2013,3-SUNY SO,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",23,19.50,332945.00
2013,5-INDEPENDENT,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",24,23.00,445010.01
2013,4-SUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,114,88.75,40612.50
2013,8-OTHER,NYS Regents Awards for Children of Deceased and Disabled Veterans,2,2.00,900.00
2013,2-CUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,2,2.00,900.00
2013,6-BUS. DEGREE,NYS Regents Awards for Children of Deceased and Disabled Veterans,7,4.67,2100.00
2013,3-SUNY SO,NYS Regents Awards for Children of Deceased and Disabled Veterans,181,157.25,72787.50
2013,5-INDEPENDENT,NYS Regents Awards for Children of Deceased and Disabled Veterans,129,115.83,53025.00
2013,1-CUNY SR,NYS Regents Awards for Children of Deceased and Disabled Veterans,16,11.75,5287.50
2013,2-CUNY CC,NYS Scholarships for Academic Excellence,202,152.00,116000.00
2013,8-OTHER,NYS Scholarships for Academic Excellence,1,0.50,250.00
2013,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,105,89.50,61750.14
2013,3-SUNY SO,NYS Scholarships for Academic Excellence,4755,4503.50,3227500.00
2013,1-CUNY SR,NYS Scholarships for Academic Excellence,2197,1905.00,1371500.00
2013,5-INDEPENDENT,NYS Scholarships for Academic Excellence,7509,7167.42,5463991.66
2013,4-SUNY CC,NYS Scholarships for Academic Excellence,537,445.50,322250.00
2013,2-CUNY CC,NYS World Trade Center Memorial Scholarship,14,11.00,113682.65
2013,1-CUNY SR,NYS World Trade Center Memorial Scholarship,39,30.50,367304.30
2013,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,23,19.83,306223.92
2013,3-SUNY SO,NYS World Trade Center Memorial Scholarship,261,239.75,4431126.54
2013,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,324,305.00,5433138.28
2013,4-SUNY CC,NYS World Trade Center Memorial Scholarship,71,58.00,614349.85
2013,1-CUNY SR,New York  Lottery - Leaders of Tomorrow Scholarship,25,18.50,23125.00
2013,6-BUS. DEGREE,New York  Lottery - Leaders of Tomorrow Scholarship,1,0.50,625.00
2013,3-SUNY SO,New York  Lottery - Leaders of Tomorrow Scholarship,25,16.50,20625.00
2013,5-INDEPENDENT,New York  Lottery - Leaders of Tomorrow Scholarship,42,30.33,37912.50
2013,4-SUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,8,4.50,5625.00
2013,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,12,6.13,153794.68
2013,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,70,37.58,972913.51
2013,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,9,4.75,151773.94
2013,VOCATIONAL - VET SCHOOLS ONLY,Veterans Tuition Awards,95,47.33,313821.84
2013,8-OTHER,Veterans Tuition Awards,1,0.33,1965.00
2013,3-SUNY SO,Veterans Tuition Awards,391,282.29,1366236.62
2013,6-BUS. DEGREE,Veterans Tuition Awards,119,97.04,491858.11
2013,5-INDEPENDENT,Veterans Tuition Awards,337,251.38,1412719.23
2013,1-CUNY SR,Veterans Tuition Awards,141,82.33,366678.48
2013,4-SUNY CC,Veterans Tuition Awards,497,365.46,1202500.35
2013,2-CUNY CC,Veterans Tuition Awards,48,26.88,77745.28
2012,3-SUNY SO,Flight 3407 Memorial Scholarship,2,2.00,40779.50
2012,5-INDEPENDENT,Flight 3407 Memorial Scholarship,3,3.00,50486.00
2012,4-SUNY CC,Flight 587 Memorial Scholarship,5,2.00,23400.50
2012,6-BUS. DEGREE,Flight 587 Memorial Scholarship,1,1.00,19230.00
2012,2-CUNY CC,Flight 587 Memorial Scholarship,4,3.50,21037.00
2012,3-SUNY SO,Flight 587 Memorial Scholarship,1,1.00,20635.00
2012,5-INDEPENDENT,Flight 587 Memorial Scholarship,7,6.50,102899.00
2012,1-CUNY SR,Flight 587 Memorial Scholarship,6,4.25,43619.85
2012,6-BUS. DEGREE,Military Service Recognition Scholarship,2,1.17,15789.97
2012,2-CUNY CC,Military Service Recognition Scholarship,1,0.50,5630.00
2012,3-SUNY SO,Military Service Recognition Scholarship,24,20.75,359186.68
2012,5-INDEPENDENT,Military Service Recognition Scholarship,19,17.00,267288.33
2012,1-CUNY SR,Military Service Recognition Scholarship,5,4.50,61110.85
2012,4-SUNY CC,Military Service Recognition Scholarship,14,11.25,117657.00
2012,2-CUNY CC,NYS Math and Science Teacher Incentive Scholarship,1,1.00,3900.00
2012,1-CUNY SR,NYS Math and Science Teacher Incentive Scholarship,5,4.50,24435.00
2012,3-SUNY SO,NYS Math and Science Teacher Incentive Scholarship,64,60.50,338497.50
2012,5-INDEPENDENT,NYS Math and Science Teacher Incentive Scholarship,48,47.00,255800.86
2012,4-SUNY CC,NYS Math and Science Teacher Incentive Scholarship,4,2.33,8947.00
2012,2-CUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,0.50,5630.00
2012,6-BUS. DEGREE,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,0.67,6658.33
2012,3-SUNY SO,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",13,12.25,232529.30
2012,5-INDEPENDENT,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",27,24.50,419606.21
2012,1-CUNY SR,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,1.00,12839.00
2012,4-SUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",10,7.25,73746.63
2012,2-CUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,6,4.00,1800.00
2012,6-BUS. DEGREE,NYS Regents Awards for Children of Deceased and Disabled Veterans,12,8.17,12067.50
2012,3-SUNY SO,NYS Regents Awards for Children of Deceased and Disabled Veterans,153,135.50,60975.00
2012,5-INDEPENDENT,NYS Regents Awards for Children of Deceased and Disabled Veterans,149,138.25,62212.50
2012,1-CUNY SR,NYS Regents Awards for Children of Deceased and Disabled Veterans,15,14.50,6525.00
2012,4-SUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,88,74.50,39702.00
2012,8-OTHER,NYS Scholarships for Academic Excellence,1,1.00,500.00
2012,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,91,87.58,61625.18
2012,3-SUNY SO,NYS Scholarships for Academic Excellence,4318,4099.67,2881333.33
2012,1-CUNY SR,NYS Scholarships for Academic Excellence,2211,1971.50,1383500.00
2012,5-INDEPENDENT,NYS Scholarships for Academic Excellence,8065,7728.00,5893088.70
2012,4-SUNY CC,NYS Scholarships for Academic Excellence,486,406.33,285167.50
2012,2-CUNY CC,NYS Scholarships for Academic Excellence,177,130.00,95500.00
2012,1-CUNY SR,NYS World Trade Center Memorial Scholarship,31,23.00,287853.80
2012,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,19,15.42,226179.55
2012,3-SUNY SO,NYS World Trade Center Memorial Scholarship,242,221.00,4128080.43
2012,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,327,301.33,5170765.45
2012,4-SUNY CC,NYS World Trade Center Memorial Scholarship,95,72.75,834562.85
2012,2-CUNY CC,NYS World Trade Center Memorial Scholarship,17,12.00,111452.30
2012,3-SUNY SO,New York  Lottery - Leaders of Tomorrow Scholarship,240,209.67,262081.25
2012,6-BUS. DEGREE,New York  Lottery - Leaders of Tomorrow Scholarship,8,7.00,8750.00
2012,5-INDEPENDENT,New York  Lottery - Leaders of Tomorrow Scholarship,517,466.50,583125.29
2012,4-SUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,19,12.00,15000.00
2012,2-CUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,2,1.50,1875.00
2012,1-CUNY SR,New York  Lottery - Leaders of Tomorrow Scholarship,89,75.00,93750.00
2012,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,9,4.25,132124.81
2012,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,73,36.79,1080118.84
2012,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,6,3.50,111282.13
2012,3-SUNY SO,Veterans Tuition Awards,502,360.08,1708917.87
2012,VOCATIONAL - VET SCHOOLS ONLY,Veterans Tuition Awards,68,35.00,198646.75
2012,6-BUS. DEGREE,Veterans Tuition Awards,141,121.88,606625.74
2012,5-INDEPENDENT,Veterans Tuition Awards,490,357.33,1883546.32
2012,1-CUNY SR,Veterans Tuition Awards,210,127.67,562714.22
2012,2-CUNY CC,Veterans Tuition Awards,56,32.58,106987.20
2012,4-SUNY CC,Veterans Tuition Awards,512,363.50,1216645.83
2011,5-INDEPENDENT,Flight 3407 Memorial Scholarship,3,3.00,48645.00
2011,3-SUNY SO,Flight 3407 Memorial Scholarship,2,1.50,25047.00
2011,1-CUNY SR,Flight 587 Memorial Scholarship,7,5.00,49881.70
2011,6-BUS. DEGREE,Flight 587 Memorial Scholarship,2,0.92,11923.32
2011,4-SUNY CC,Flight 587 Memorial Scholarship,2,1.50,16833.94
2011,3-SUNY SO,Flight 587 Memorial Scholarship,1,1.00,18710.00
2011,5-INDEPENDENT,Flight 587 Memorial Scholarship,9,8.25,127548.00
2011,2-CUNY CC,Flight 587 Memorial Scholarship,7,5.50,51252.40
2011,1-CUNY SR,Military Service Recognition Scholarship,1,1.00,8742.10
2011,6-BUS. DEGREE,Military Service Recognition Scholarship,2,0.75,10915.50
2011,5-INDEPENDENT,Military Service Recognition Scholarship,18,16.75,257006.99
2011,4-SUNY CC,Military Service Recognition Scholarship,14,13.50,154565.10
2011,3-SUNY SO,Military Service Recognition Scholarship,19,16.00,219360.62
2011,2-CUNY CC,Military Service Recognition Scholarship,3,2.50,21268.55
2011,1-CUNY SR,NYS Math and Science Teacher Incentive Scholarship,5,4.50,23745.00
2011,5-INDEPENDENT,NYS Math and Science Teacher Incentive Scholarship,56,54.67,291225.00
2011,4-SUNY CC,NYS Math and Science Teacher Incentive Scholarship,4,3.50,11357.00
2011,3-SUNY SO,NYS Math and Science Teacher Incentive Scholarship,87,82.50,438292.50
2011,1-CUNY SR,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,1.00,11158.00
2011,5-INDEPENDENT,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",34,32.50,540030.76
2011,4-SUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",12,10.00,109635.00
2011,6-BUS. DEGREE,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",2,1.50,16260.50
2011,3-SUNY SO,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",19,16.50,280923.35
2011,8-OTHER,NYS Regents Awards for Children of Deceased and Disabled Veterans,1,0.33,150.00
2011,1-CUNY SR,NYS Regents Awards for Children of Deceased and Disabled Veterans,17,13.25,5962.50
2011,6-BUS. DEGREE,NYS Regents Awards for Children of Deceased and Disabled Veterans,10,8.50,3825.00
2011,5-INDEPENDENT,NYS Regents Awards for Children of Deceased and Disabled Veterans,125,114.67,56895.00
2011,4-SUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,110,80.50,42587.00
2011,3-SUNY SO,NYS Regents Awards for Children of Deceased and Disabled Veterans,141,127.00,60825.90
2011,2-CUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,3,2.50,1125.00
2011,1-CUNY SR,NYS Scholarships for Academic Excellence,2270,2014.67,1401582.50
2011,8-OTHER,NYS Scholarships for Academic Excellence,2,1.50,1250.00
2011,7-BUS. NON-DEG,NYS Scholarships for Academic Excellence,1,1.00,500.00
2011,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,102,97.67,67333.57
2011,5-INDEPENDENT,NYS Scholarships for Academic Excellence,8387,7940.42,6015057.50
2011,4-SUNY CC,NYS Scholarships for Academic Excellence,472,391.25,285375.00
2011,3-SUNY SO,NYS Scholarships for Academic Excellence,4827,4506.25,3161375.00
2011,2-CUNY CC,NYS Scholarships for Academic Excellence,184,135.00,93000.00
2011,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,15,13.50,188297.61
2011,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,338,312.75,5071051.55
2011,4-SUNY CC,NYS World Trade Center Memorial Scholarship,86,66.50,749234.45
2011,3-SUNY SO,NYS World Trade Center Memorial Scholarship,224,208.00,3689278.66
2011,2-CUNY CC,NYS World Trade Center Memorial Scholarship,23,15.50,134671.40
2011,1-CUNY SR,NYS World Trade Center Memorial Scholarship,43,36.00,431285.30
2011,6-BUS. DEGREE,New York  Lottery - Leaders of Tomorrow Scholarship,17,14.17,17708.35
2011,5-INDEPENDENT,New York  Lottery - Leaders of Tomorrow Scholarship,966,892.75,1115812.87
2011,4-SUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,39,29.50,36875.00
2011,3-SUNY SO,New York  Lottery - Leaders of Tomorrow Scholarship,529,475.00,593750.00
2011,2-CUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,11,8.50,10625.00
2011,1-CUNY SR,New York  Lottery - Leaders of Tomorrow Scholarship,144,122.00,152375.00
2011,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,64,34.50,905810.62
2011,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,6,2.50,71448.04
2011,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,4,2.88,68885.85
2011,VOCATIONAL - VET SCHOOLS ONLY,Veterans Tuition Awards,1,0.50,2647.50
2011,6-BUS. DEGREE,Veterans Tuition Awards,187,138.33,649788.99
2011,5-INDEPENDENT,Veterans Tuition Awards,486,369.50,1880938.08
2011,4-SUNY CC,Veterans Tuition Awards,515,380.54,1224638.68
2011,3-SUNY SO,Veterans Tuition Awards,524,388.83,1770097.51
2011,2-CUNY CC,Veterans Tuition Awards,73,46.88,135055.82
2011,1-CUNY SR,Veterans Tuition Awards,253,174.25,712677.85
2010,5-INDEPENDENT,Flight 3407 Memorial Scholarship,2,2.00,30642.00
2010,3-SUNY SO,Flight 3407 Memorial Scholarship,1,0.50,6742.89
2010,1-CUNY SR,Flight 587 Memorial Scholarship,7,6.00,59764.92
2010,6-BUS. DEGREE,Flight 587 Memorial Scholarship,4,2.67,32906.12
2010,5-INDEPENDENT,Flight 587 Memorial Scholarship,9,8.17,135078.02
2010,4-SUNY CC,Flight 587 Memorial Scholarship,1,0.50,5136.18
2010,3-SUNY SO,Flight 587 Memorial Scholarship,2,1.50,20189.64
2010,2-CUNY CC,Flight 587 Memorial Scholarship,7,5.50,45647.08
2010,1-CUNY SR,Military Service Recognition Scholarship,2,2.00,16920.57
2010,6-BUS. DEGREE,Military Service Recognition Scholarship,1,0.50,3788.36
2010,5-INDEPENDENT,Military Service Recognition Scholarship,9,9.00,138426.04
2010,4-SUNY CC,Military Service Recognition Scholarship,10,8.75,92638.84
2010,3-SUNY SO,Military Service Recognition Scholarship,9,8.50,133176.35
2010,2-CUNY CC,Military Service Recognition Scholarship,4,3.00,17344.34
2010,1-CUNY SR,NYS Math and Science Teacher Incentive Scholarship,1,1.00,4568.00
2010,5-INDEPENDENT,NYS Math and Science Teacher Incentive Scholarship,64,62.00,308582.10
2010,4-SUNY CC,NYS Math and Science Teacher Incentive Scholarship,3,3.00,9854.00
2010,3-SUNY SO,NYS Math and Science Teacher Incentive Scholarship,117,111.50,560039.60
2010,1-CUNY SR,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",5,3.00,32299.43
2010,8-OTHER,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,1.00,6860.00
2010,6-BUS. DEGREE,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",2,2.00,27773.05
2010,5-INDEPENDENT,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",37,33.25,502390.37
2010,4-SUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",10,8.00,82483.65
2010,3-SUNY SO,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",22,19.00,272425.07
2010,2-CUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",1,1.00,9602.70
2010,8-OTHER,NYS Regents Awards for Children of Deceased and Disabled Veterans,2,2.00,850.00
2010,6-BUS. DEGREE,NYS Regents Awards for Children of Deceased and Disabled Veterans,8,6.33,2713.00
2010,5-INDEPENDENT,NYS Regents Awards for Children of Deceased and Disabled Veterans,130,114.17,58990.05
2010,4-SUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,129,100.75,47003.75
2010,3-SUNY SO,NYS Regents Awards for Children of Deceased and Disabled Veterans,154,128.50,63385.09
2010,2-CUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,3,2.50,1054.50
2010,1-CUNY SR,NYS Regents Awards for Children of Deceased and Disabled Veterans,14,12.00,5100.00
2010,8-OTHER,NYS Scholarships for Academic Excellence,4,4.00,2876.00
2010,7-BUS. NON-DEG,NYS Scholarships for Academic Excellence,1,1.00,474.00
2010,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,107,93.67,58317.15
2010,5-INDEPENDENT,NYS Scholarships for Academic Excellence,8766,8239.33,5936555.81
2010,4-SUNY CC,NYS Scholarships for Academic Excellence,492,404.75,275387.50
2010,3-SUNY SO,NYS Scholarships for Academic Excellence,4793,4435.08,2965610.20
2010,2-CUNY CC,NYS Scholarships for Academic Excellence,159,109.50,72081.00
2010,1-CUNY SR,NYS Scholarships for Academic Excellence,2243,1983.50,1332357.30
2010,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,17,16.58,208858.78
2010,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,312,289.08,4400974.26
2010,4-SUNY CC,NYS World Trade Center Memorial Scholarship,75,63.00,634534.69
2010,3-SUNY SO,NYS World Trade Center Memorial Scholarship,193,174.50,2937798.00
2010,2-CUNY CC,NYS World Trade Center Memorial Scholarship,22,16.50,133932.74
2010,1-CUNY SR,NYS World Trade Center Memorial Scholarship,45,35.00,406807.87
2010,6-BUS. DEGREE,New York  Lottery - Leaders of Tomorrow Scholarship,15,15.00,18500.01
2010,5-INDEPENDENT,New York  Lottery - Leaders of Tomorrow Scholarship,1450,1346.25,1680802.84
2010,4-SUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,88,69.00,86000.00
2010,3-SUNY SO,New York  Lottery - Leaders of Tomorrow Scholarship,835,741.00,924000.00
2010,2-CUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,21,14.25,17812.50
2010,1-CUNY SR,New York  Lottery - Leaders of Tomorrow Scholarship,195,164.04,203915.00
2010,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,51,27.17,630971.40
2010,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,6,3.67,87863.70
2010,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,2,1.58,29593.32
2010,8-OTHER,Veterans Tuition Awards,1,0.33,1631.70
2010,6-BUS. DEGREE,Veterans Tuition Awards,159,140.50,651511.49
2010,5-INDEPENDENT,Veterans Tuition Awards,395,301.67,1400527.52
2010,4-SUNY CC,Veterans Tuition Awards,631,465.88,1406752.54
2010,3-SUNY SO,Veterans Tuition Awards,574,434.42,1810203.62
2010,2-CUNY CC,Veterans Tuition Awards,88,56.67,146068.83
2010,1-CUNY SR,Veterans Tuition Awards,275,180.67,607890.68
2009,5-INDEPENDENT,Flight 3407 Memorial Scholarship,4,4.00,58507.96
2009,3-SUNY SO,Flight 3407 Memorial Scholarship,2,2.00,27500.76
2009,6-BUS. DEGREE,Flight 587 Memorial Scholarship,5,4.33,57154.29
2009,2-CUNY CC,Flight 587 Memorial Scholarship,7,5.25,44342.61
2009,3-SUNY SO,Flight 587 Memorial Scholarship,1,1.00,13220.69
2009,5-INDEPENDENT,Flight 587 Memorial Scholarship,6,5.25,92276.60
2009,1-CUNY SR,Flight 587 Memorial Scholarship,4,3.00,33526.33
2009,4-SUNY CC,Military Service Recognition Scholarship,4,3.00,31011.61
2009,2-CUNY CC,Military Service Recognition Scholarship,1,0.50,4473.70
2009,6-BUS. DEGREE,Military Service Recognition Scholarship,2,1.50,23867.90
2009,3-SUNY SO,Military Service Recognition Scholarship,5,5.00,64683.19
2009,5-INDEPENDENT,Military Service Recognition Scholarship,6,6.00,101185.00
2009,1-CUNY SR,Military Service Recognition Scholarship,1,1.00,4727.52
2009,4-SUNY CC,NYS Math and Science Teacher Incentive Scholarship,4,4.00,14688.50
2009,1-CUNY SR,NYS Math and Science Teacher Incentive Scholarship,2,2.00,9595.00
2009,3-SUNY SO,NYS Math and Science Teacher Incentive Scholarship,130,120.50,601673.50
2009,5-INDEPENDENT,NYS Math and Science Teacher Incentive Scholarship,87,82.50,412087.50
2009,4-SUNY CC,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",16,12.00,115401.38
2009,6-BUS. DEGREE,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",3,3.00,39910.49
2009,3-SUNY SO,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",18,14.75,217669.36
2009,5-INDEPENDENT,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",28,25.50,390207.15
2009,1-CUNY SR,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers and Emergency Medical Service Workers",7,6.00,63076.05
2009,8-OTHER,NYS Regents Awards for Children of Deceased and Disabled Veterans,2,2.00,882.00
2009,2-CUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,6,4.00,1764.00
2009,6-BUS. DEGREE,NYS Regents Awards for Children of Deceased and Disabled Veterans,10,10.00,9305.10
2009,3-SUNY SO,NYS Regents Awards for Children of Deceased and Disabled Veterans,149,134.00,74320.87
2009,1-CUNY SR,NYS Regents Awards for Children of Deceased and Disabled Veterans,10,9.25,4079.25
2009,5-INDEPENDENT,NYS Regents Awards for Children of Deceased and Disabled Veterans,134,121.50,55213.27
2009,4-SUNY CC,NYS Regents Awards for Children of Deceased and Disabled Veterans,142,116.25,54701.71
